key_DO_NOT_MODIFY;fr;en;es;ab;cn;ru;am;bg;br;cz;de;et;fa;fi;hb;it;jp;ko;mg;nl;pl;ro;sb;sk;sl;sw;uk
Explanation_K;Coefficient de Strickler (1/Manning);Strickler coefficient (1/Manning);Coeficiente de Strickler (1/Manning);معامل ستريكلر (1 / مانينغ);Strickler系数（1/曼宁系数）;Коэффициент Стриклера (1/Мэннинг);Ստրիկլերի գործակից (1/Մենինգ);Коефициент на Стриклър (1/Манинг);Coeficiente Strickler (1/Manning);Stricklerův koeficient (1/Manning);Strickler-Koeffizient (1/Manning);Strickler coefficient (1/Manning);ضریب استریکلر (1 تقسیم بر مانینگ);Strickler kerroin (1/Manning);מקדם סטריקלר (1\מנינג);Coefficiente di Strickler (1/Manning);ストリックラー係数 (1/マニング粗度係数);Strickler 계수(1/매닝);Strickler cegyüttható (1/Manning);Strickler coefficient (1/Manning);Współczynnik Stricklera (1/Manning);Coeficientul Strickler (1/Manning);Стриклер коефицијент (1/Менинг);Stricklerov koeficient (1/Manning);Stricklerjev koeficient (1/Manning);Strickler coefficient (1/Manning);Strickler coefficient (1/Manning)
Explanation_Manning;Coefficient de Manning (1/Strickler);Manning coefficient (1/Strickler);Coeficiente de Manning (1/Strickler);معامل مانينغ (1 / ستريكلر);曼宁系数（1/Strickler系数）;Коэффициент Стриклера (1/Стриклер);Մենինգի գործակից (1/Սթրիքլեր);Коефициент на Манинг (1/Стриклър);Coeficiente de Manning (1/Strickler);Moningův koeficient (1/Strickler);Manning-Koeffizient (1/Strickler);Manning coefficient (1/Strickler);ضریب مانینگ (1 تقسیم بر استریکلر);Manningin kerroin (1/Strickler);מקדם מנינג (סטריקלר/1);Coefficiente di Manning (1/Strickler);マニング粗度係数 (1/ストリックラー係数);매닝 계수(1/스트리클러);Manning együttható (1/Strickler);Manning coefficient (1/Strickler);Współczynniik Manninga (1/Strickler);Coeficientul Manning (1/Strickler);Менинг коефицијент (1/Стриклер);Manningov koeficient (1/Strickler);Manningov koeficient (1/Strickler);Manning coefficient (1/Strickler);Manning coefficient (1/Strickler)
Explanation_crectangle;Exposant ~ 1.5;Exponent ~ 1.5;Exponente ~ 1,5;الأس ~ 1.5;指数 ~ 1.5;Степень ~ 1.5;Ցուցանիշ ~ 1,5;Експонента ~ 1,5;Exponente ~ 1,5;Exponent ~ 1,5;Exponent ~ 1.5;Exponent ~ 1.5;توان ~ 1.5;Exponent ~ 1.5;מעריך ~ 1.5;Esponente ~ 1,5;指数 ~ 1.5;지수 ~ 1.5;Exponens ~ 1.5;Exponent ~ 1.5;Wykładnik ~ 1.5;Exponent ~ 1.5;Експонент ~ 1.5;Exponent ~ 1.5;Stopnja potence ~ 1.5;Exponent ~ 1.5;Exponent ~ 1.5
Explanation_ctriangle;Exposant ~ 2.5;Exponent ~ 2.5;Exponente ~ 2,5;الأس ~ 2.5;指数 ~ 2.5;Степень ~ 2.5;Ցուցանիշ ~ 2,5;Експонента ~ 2,5;Exponente ~ 2,5;Exponent ~ 2.5;Exponent ~ 2.5;Exponent ~ 2.5;توان  ~ 2.5;Exponent ~ 2.5;מעריך ~ 2.5;Esponente ~ 2,5;指数 ~ 2.5;지수 ~ 2.5;Exponens ~ 2.5;Exponent ~ 2.5;Wykładnik ~ 2.5;Exponent ~ 2.5;Експонент ~ 2.5;Exponent ~ 2.5;Stopnja potence ~ 2.5;Exponent ~ 2.5;Exponent ~ 2.5
Explanation_corifice;Exposant ~ 0.5;Exponent ~ 0.5;Exponente ~ 0.5;الأس ~ 0.5;指数 ~ 0.5;Степень ~ 0.5;Ցուցանիշ ~ 0,5;Експонента ~ 0,5;Exponente ~ 0,5;Exponent ~ 0,5;Exponent ~ 0.5;Exponent ~ 0.5;توان  ~ 0.5;Exponent ~ 0.5;מעריך ~ 0.5;Esponente ~ 0,5;指数 ~ 0.5;지수 ~ 0.5;Exponens ~ 0.5;Exponent ~ 0.5;Wykładnik ~ 0.5;Exponent ~ 0.5;Експонент ~ 0,5;Exponent ~ 0.5;Stopnja potence ~ 0.5;Exponent ~ 0.5;Exponent ~ 0.5
Explanation_cparabola;Exposant ~ 2.0;Exponent ~ 2.0;Exponente ~ 2.0;الأس ~ 2.0;指数 ~ 2.0;Степень ~ 2.0;Ցուցանիշ ~ 2.0;Експонента ~ 2,0;Exponente ~ 2,0;Exponent ~ 2.0;Exponent ~ 2.0;Exponent ~ 2.0;توان  ~ 2.0;Exponent ~ 2.0;מעריך ~ 2.0;Esponente ~ 2.0;指数 ~ 2.0;지수 ~ 2.0;Exponens ~ 2.0;Exponent ~ 2.0;Wykładnik ~ 2.0;Exponent ~ 2.0;Експонент ~ 2.0;Exponent ~ 2.0;Stopnja potence ~ 2.0;Exponent ~ 2.0;Exponent ~ 2.0
Explanation_cchannel_rectangle;Exposant ~ 5/3;Exponent ~ 5/3;Exponente ~ 5/3;الأس ~ 5/3;指数 ~ 5/3;Степень ~ 5/3;Ցուցանիշ ~ 5/3;Експонента ~ 5/3;Exponente ~ 5/3;Exponent ~ 5/3;Exponent ~ 5/3;Exponent ~ 5/3;توان  ~ 5/3;Exponent ~ 5/3;מעריך ~ 5/3;Esponente ~ 5/3;指数 ~ 5/3;지수 ~ 5/3;Exponens ~ 5/3;Exponent ~ 5/3;Wykładnik ~ 5/3;Exponent ~ 5/3;Експонент ~ 5/3;Exponent ~ 5/3;Stopnja potence ~ 5/3;Exponent ~ 5/3;Exponent ~ 5/3
Explanation_cchannel_triangle;Exposant ~ 8/3;Exponent ~ 8/3;Exponente ~ 8/3;الأس ~ 8/3;指数 ~ 8/3;Степень ~ 8/3;Ցուցանիշ ~ 8/3;Експонента ~ 8/3;Exponente ~ 8/3;Exponent ~ 8/3;Exponent ~ 8/3;Exponent ~ 8/3;توان  ~ 8/3;Exponent ~ 8/3;מעריך ~ 8/3;Esponente ~ 8/3;指数 ~ 8/3;지수 ~ 8/3;Exponens ~ 8/3;Exponent ~ 8/3;Wykładnik ~ 8/3;Exponent ~ 8/3;Експонент ~ 8/3;Exponent ~ 8/3;Stopnja potence ~ 8/3;Exponent ~ 8/3;Exponent ~ 8/3
Explanation_cchannel_parabola;Exposant ~ 13/6;Exponent ~ 13/6;Exponente ~ 13/6;الأس ~ 13/6;指数 ~ 13/6;Степень ~ 13/6;Ցուցանիշ ~ 13/6;Експонента ~ 13/6;Exponente ~ 13/6;Exponent ~ 13/6;Exponent ~ 13/6;Exponent ~ 13/6;توان ~ 13/6;Exponent ~ 13/6;מעריך ~ 13/6;Esponente ~ 13/6;指数 ~ 13/6;지수 ~ 13/6;Exponens ~ 13/6;Exponent ~ 13/6;Wykładnik ~ 13/6;Exponent ~ 13/6;Експонент ~ 13/6;Exponent ~ 13/6;Stopnja potence ~ 13/6;Exponent ~ 13/6;Exponent ~ 13/6
Explanation_k;Hauteur d'activation du contrôle;Control activation stage;Altura de activación del control;مرحلة تفعيل التحكم;基准点激活水位;Уровень активации контроля;Վերահսկիչ ակտիվացման փուլ;Височина на активиране на контролния стоеж;Altura de ativação do controle;Fáze aktivace ovládání;Höhe der Aktivierung der Kontrolle;Control activation stage;کنترل اشل فعال سازی;Kontrollin/Kynnyksen aktivointikorkeus;שלב הפעלת הבקרה;Altezza di attivazione del controllo;RCが有効となる最小水位;통제 활성화 수위;Ellenőrző lépés aktiválása;Control activation stage;Kontrolny poziom aktywacji;Nivelul apei pentru activarea controlului;Фаза активације контроле;Fáza aktivácie ovládania;? Kontrola začetnega vodostaja;Control activation stage;Control activation stage
Explanation_b;offset [déduit par continuité - rien à spécifier];offset [deduced by continuity - no specification required];offset [deducido por la continuidad - no requiere especificar];تعويض [يُستنتج بالاستمرارية - لا يتطلب تحديدًا];偏移值【由连续方程推导-无需特别设定】;смещение [вытекающее из непрерывности - нет необходимости в уточнениях];օֆսեթ [հետազոտվում է շարունակականությամբ. հստակեցում չի պահանջվում];Отклонение [изведено чрез непрекъснатост - не е необходима спецификация];offset [deduzido por continuidade - nenhuma especificação necessária] ;offset [odvozeno podle kontinuity – není vyžadována žádná specifikace];offset [abgeleitet durch Kontinuität - nichts anzugeben];offset [deduced by continuity - no specification required];افست (انحراف) [بر اساس پیوستگی- بدون نیاز به مشخصات];offset [deduced by continuity - no specification required];קיזוז [נגזר על ידי המשכיות - אין צורך במפרט];offset [dedotto per continuità - niente da specificare];オフセット [連続性により推定 - 指定不要];오프셋 [연속성에 의해 추론됨 - 사양이 필요하지 않음];offset [deduced by continuity - no specification required];offset [deduced by continuity - no specification required];offset [wynika z ciągłości - specyfikacja nie jest wymagana];Decalaj [dedus din continuitate - nu necesită alte specificații];помак [дедукован континуитетом - није потребна спецификација];offset [odvodená podľa kontinuity – nie je vyžadována žiadná špecifikácia];? Odmik [izhajajoč iz kontinuitete - brez specifikacij];offset [deduced by continuity - no specification required];offset [deduced by continuity - no specification required]
Explanation_altA;Altitude du point X;Elevation of X;Elevación del punto X;ارتفاع X;X点高程;Высота X;X-ի բարձրությունը;Кота на X;Altitude do ponto X;Nadmořská výška X;Geländehöhe von Punkt X;Elevation of X;ارتفاع X;X:n korkeus;גובה של X;Altitudine del punto X;X の標高;X의 표고;X koordináta magassága;Elevation of X;Wysokość punktu X;Altitudinea in punctul X;Висина Кс;Výška X;Višina X;Elevation of X;Elevation of X
Explanation_altB;Altitude du point Y;Elevation of Y;Elevación del punto Y;ارتفاع ص;Y点高程;Высота Y;Յ.-ի վեր;Кота на Y;Altitude do ponto Y;Nadmořská výška Y;Geländehöhe von Punkt Y;Elevation of Y;ارتفاع Y;Y:n korkeus;גובה של Y;Altitudine del punto Y;Y の標高;Y의 고도;Y koordináta magassága;Elevation of Y;Wysokość punktu Y;Altitudinea in punctul Y;Надморска висина И;Výška Y;Višina Y;Elevation of Y;Elevation of Y
Explanation_distAB;Distance entre X et Y;Distance between X and Y;Distancia entre X e Y;المسافة بين X و Y;X于Y两点距离;Дистанция между Х и Y;Հեռավորությունը X-ի և Y-ի միջև;Разстояние между X и Y;Distância entre X e Y;Vzdálenost mezi X a Y;Abstand zwischen X und Y;Distance between X and Y;فاصله بین X و Y;Etäisyys X:n ja Y:n välillä;מרחק בין X ל-Y;Distanza tra X e Y;X と Y の間の水平距離;X와 Y 사이의 거리;Távolság X és Y között;Distance between X and Y;Odległość między X oraz Y;Distanta dintre punctele X and Y;Удаљеност између Кс и И;Vzdialenosť medzi X a Y;Razdalja med X in Y;Distance between X and Y;Distance between X and Y
PriorRC;Courbe de tarage a priori;Prior rating curve;Curva de gasto a priori;منحنى التصنيف المسبق;先验水位流量曲线;Калибровочная кривая априори;Նախորդ գնահատականի կորը;Предходна ключова крива;Curva chave a priori;Předchozí měrná křivka;Tarierungskurve a priori;Prior rating curve;منحنی سنجه پیشین;Prior purkautumiskäyrä;עקומת דירוג קודמת;Scala di deflusso a priori;RC曲線の事前分布;사전 수위유량관계;Előző vízhozamgörbe;Prior rating curve;Wstępna krzywa przepływu;Cheia limnimetrică anterioară;Претходна крива рејтинга;Predchádzajúca merná krivka;Predhodna pretočna krivulja;Prior rating curve;Prior rating curve
PriorRC_env;CT a priori - enveloppe;Prior RC - envelop;CG a priori - envolvente;قبل RC - مغلف;先验水位流量曲线最大值曲线;Калибровочная кривая априори - огибающая;Նախկին RC - ծրար;Предходна КК - подход Плик;CC a priori - envelope;Prior RC - obálka;A-Priori-AK - Hüllkurve;Prior RC - envelop;RC پیشین - پاکت;Prior RC - envelop;       קודמת RC מעטפת;SdD a priori - envelop;RC曲線の事前分布 - エンベロープ;사전 RC - envelop;Előző VG - boríték;Prior RC - envelop;Wstępna KP - koperta;Cheie limnimetrice anterioară - înfășurătoare ;Претходни РЦ - омотач;Predchádzajúca MK - obálka;Predhodna PK - ovojnica;Prior RC - envelop;Prior RC - envelop
PriorRC_spag;CT a priori - spaghetti;Prior RC - spaghetti;CG a priori - espaguetis;قبل RC - السباغيتي;先验水位流量曲线点线图;Калибровочная кривая априори - спагетти;Նախկին RC - սպագետտի;Предходна КК - подход Спагети;CC a priori  - spaghetti;Prior RC - špagety;A-Priori-AK - Spaghetti.;Prior RC - spaghetti;RC پیشین - اسپاگتی;Prior RC - spaghetti; RC  קודם- ספגטי?;SdD a priori - spaghetti;RC曲線の事前分布 - スパゲッティ;사전 RC - spagetti;Előző VG - spagetti;Prior RC - spaghetti;Wstępna KP - spaghetti;Cheia limnimetrică anterioară - reprezentare spaghetti;Претходни РЦ - шпагети;Predchádzajúca MK - slíž;Predhodna PK - snop;Prior RC - spaghetti;Prior RC - spaghetti
PostRC;Courbe de tarage a posteriori;Posterior rating curve;Curva de gasto a posteriori;منحنى التصنيف الخلفي;后验水位流量曲线;Калибровочная кривая апостериори;Հետևի գնահատման կորը;Следваща ключова крива;Curva chave a posteriori;Zadní měrná křivka;Abflusskurve a posteriori;Posterior rating curve;منحنی سنجه پسین;Posterior purkautumiskäyrä;עקומת דירוג אחורית;Scala di deflusso a posteriori;RC曲線の事後分布;사후 수위유량관계;Következő vízhozamgörbe;Posterior rating curve;Późniejsza krzywa przepływu;Cheia limnimetrică posterioară;Постериорна крива рејтинга;Nasledujúca merná krivka;Naknadna pretočna krivulja;Posterior rating curve;Posterior rating curve
PostRC_env;CT a posteriori - enveloppe;Posterior RC - envelop;CG a posteriori - envolvente;خلفي RC - مغلف;后验水位流量曲线最大值曲线;Калибровочная кривая апостериори - огибающая;Հետևի RC - ծրար;Следваща КК - подход Плик;CC a posteriori - envelope;Zadní RC - obálka;A-Posteriori-AK - Hülle;Posterior RC - envelop;RC پسین - پاکت;Posterior RC - envelop;RC אחורי - מעטפת;SdD a posteriori - envelop;RC曲線の事後分布 - エンベロープ;사후 RC - envelop;Következő VG - boríték;Posterior RC - envelop;Późniejsza KP - koperta;Cheia limnimetrică posterioară - înfășurătoare;Задњи РЦ - омотач;Nasledujúca MK - obálka;Naknadna PK - ovojnica;Posterior RC - envelop;Posterior RC - envelop
PostRC_spag;CT a posteriori - spaghetti;Posterior RC - spaghetti;CG a posteriori - espaguetis;الخلفي RC - السباغيتي;后验水位流量曲线点线图;Калибровочная кривая апостериори - спагетти;Հետևի RC - սպագետտի;Следваща КК - подход Спагети;CC a posteriori  - spaghetti;Zadní RC - špagety;A-Posteriori-AK - Spaghetti;Posterior RC - spaghetti;RC پسین - اسپاگتی;Posterior RC - spaghetti; RC קודם - ספגטי?;SdD a posteriori - spaghetti;RC曲線の事後分布 - スパゲッティ;후전 RC - spagetti;Következő VG - spagetti;Posterior RC - spaghetti;Póżniejsza KP  - spaghetti;Cheia limnimetrică posterioară - reprezentare spaghetti;Задњи РЦ - шпагети;Nasledujúca MK - slíž;Naknadna PK - snop;Posterior RC - spaghetti;Posterior RC - spaghetti
